termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1144","001405","Environmental Economics","Smita B. Brunnermeier","WWS 306 ECO 329 ENV 319","SA","MAT 103 or equivalent and ECO 300 OR equivalent..","Course introduces use of economics in understanding both the sources of and the remedies to environmental and resource allocation problems. It emphasizes the reoccurrence of economic phenomena like public goods  externalities  market failure and imperfect information. Students learn about the design and evaluation of environmental policy instruments  the political economy of environmental policy  and the valuation of environmental and natural resource services. The concepts are illustrated in a variety of applications from domestic pollution of air  water and land to international issues such as global warming and sustainable development."
"1144","008857","International Trade II","Eduardo Morales Esteban A. Rossi-Hansberg","ECO 552","","","A continuation of ECO 551  with emphasis on current research issues. Topics vary from year to year."
"1144","006673","Hispanic Studies: Introduction to Cultural Analysis","Manuel-Angel G. Loureiro","SPA 224","LA","Another SPA 200-level course or instructor's permission.","An introduction to the analysis of contemporary cultural texts (narrative  poetry  film  photography) from Latin America and Spain  with the support of various theoretical ideas. The course's main objective is to provide students with a set of strong conceptual  analytical and linguistic skills  which will be of great help in 300-level literature/culture courses."
"1144","011575","Seminar in Global Health and Health Policy","Bryan T. Grenfell Adel A. Mahmoud Thomas E. Shenk","GHP 400 WWS 382 MOL 499 EEB 400","","GHP 350 or permission of instructor.","This seminar will examine three major topics in global health. Potential topics include: the importance of patents in healthcare; AIDS in America; synthetic biology and biosafety; vaccine safety; the business of biology; the state of US healthcare; healthcare in emerging economies; and drug discovery and development."
"1144","012350","Topics in Automorphic Forms - Moduli Spaces of Vector Bundles","Sophie M. Morel","MAT 518","","Undergraduates must obtain permission of instructor..","The goal of this course is to explain the proof V. Lafforgue's recent results on the global Langlands correspondence for reductive groups over functions fields. I also review some background material such as the affine Grassmannian  the geometric Satake correspondence and moduli spaces of G-bundles  G-bundles with modifications and G-shtukas. I assume that the audience is familiar with the material in Hartshorne's \"Algebraic geometry\" and Milne's \"Etale cohomology\"."
"1144","010707","The Dreamkeepers: Education Reform and the Urban Teaching Experience","Kathleen M. Nolan","FRS 170","SA","","See website"
"1144","001461","Industrial Organization and Public Policy II","Jan K. De Loecker Eduardo Morales","ECO 542","","","Theoretical and empirical study of the public regulation and deregulation of rate of return  prices  and entry in public utilities and franchise oligopolies. Theory and practice of antitrust policy is examined  including some elements of antitrust law. In addition  regulation of product quality  advertising  and safety is examined. This course draws heavily on material developed in 541."
"1144","005131","Advanced Physics (Electromagnetism)","M. Zahid Hasan William C. Jones","PHY 106","STL","PHY 103 or PHY 105..","This course features the classical theory of electricity and magnetism  with emphasis on the unification of these forces through the special theory of relativity. While the subject matter is similar to that of PHY 104  the treatment is more sophisticated. The topics also include DC and AC circuits and the electromagnetic behavior of matter."
"1144","006291","The Great Russian Novel and Beyond: Dostoevsky  Tolstoy  Chekhov  and Others","Ellen B. Chances","SLA 220 RES 220","LA","Curiosity. Knowledge of Russian not required. Open to first-year students as well as to sophomores  juniors  and seniors in any department..","An examination of significant trends in Russian literature from the 2nd half of the 19th century to the Russian Revolution and a bit beyond. The course focuses on many masterpieces of 19th & 20th-century Russian literature. The works (mostly novels) are considered from a stylistic point of view and in the context of Russian historical and cultural developments. The course also focuses on questions of values and on the eternal \"big questions\" of life that are raised in the literature. Authors read include Turgenev  Dostoevsky  Tolstoy  Chekhov  Bely  Nabokov  and Kharms."
"1144","009990","Ecology and Conservation of African Landscapes","Paula G. Kahumbu Robert M. Pringle","EEB 380","STL","Open to students enrolled in the field semester in Kenya.","Only six percent of Africa's land area (containing a fraction of its biodiversity) is protected  and these areas are rarely large enough to sustain wildlife populations. Mostly  wildlife must share land with people also facing survival challenges. This course will explore how wildlife and people interact in Kenya  where new approaches to conservation are being developed. Lectures will cover the ecology of tropical grasslands and first principles underlying conservation and management of these landscapes. Field trips and projects will examine the dynamics between human actions and biodiversity conservation."
"1144","008353","Neuroscience of Being Human  The","Joseph R. Califf","WRI 143","","","See the Princeton Writing Program website."
"1144","005976","Religion in American Society","Judith Weisenfeld","REL 258","SA","","This course explores the dynamics of religion in contemporary America. We consider such themes as religious encounter and conflict; patterns of tradition and change; the relation of religion to broader political currents and debates (including race  sexuality  gender  science  economics); \"secular\" spiritualties  the challenges of religious pluralism; and religion and popular culture."
"1144","012702","Fundamentals of Nanophotonics","Alejandro W. Rodriguez","ELE 561 PHY 565","","Knowledge of basic linear algebra and differential equations at the undergraduate level is assumed. Prior knowledge of quantum mechanics is not required  but helpful..","Introduction to theoretical techniques for understanding and modeling nanophotonic systems  emphasizing important algebraic properties of Maxwell's equations. Topics covered include Hermitian eigensystems  photonic crystals  Bloch's theorem  symmetry  band gaps  omnidirectional reflection  localization and mode confinement of guided and leaky modes. Techniques covered include Green's functions  density of states  numerical eigensolvers  finite-difference and boundary-element methods  coupled-mode theory  scattering formalism  and perturbation theory. The course explores application of these techniques to current research problems."
"1144","005917","Monstrosity in Film and Literature","Andrew Cole","FRS 160","LA","","See website"
"1144","012744","Embodied Computation","Axel Kilian","ARC 596","","The emphasis is on learning new methods of developing design  and there are no prerequisites  but a strong motivation to tackle new knowledge and work in an experimental design setting is expected.","Computational design is often presented as a problem solving tool for design implementation rather than as an integral part of design conceptualization and exploration. This seminar focuses on approaching computational design from the conceptual design direction extending existing or defining novel models of design along the way. A strong emphasis is put on prototyping as a mode of design iteration using both computational prototypes and computationally generated physical prototypes as embodiments of the design process."
"1144","001480","Research Program in Development Studies","Angus S. Deaton","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1144","010721","Fundamentals of Queueing Theory","William A. Massey","ORF 407","QR","ORF 309.","An introduction to the fundamental results of queueing theory. Topics covered include the classical traffic  offered load  loss and delay stochastic models for communication systems. Through concrete examples and motivations we discuss the theory of Markov chains  Poisson processes and Monte-Carlo simulation. Fundamental queueing results such as the Erlang blocking and delay formulae  Little's law and Lindley's equation are presented. Applications are drawn from communication network systems  inventory management  and optimal staffing."
"1144","012644","Self-Love and the Common Good: from Aristotle to the Invisible Hand","Christophe Frédéric Laurent Litwin","ECS 324 COM 302 FRE 324","SA","","Aristotle opposed self-love to selfishness and regarded the former as the natural reward of virtue. In the Christian tradition  however  self-love is the sinful passion that caused man's fall. Outside of charity  human virtues are but disguised selfishness. Yet  does it matter so much that our private actions be selfish if they benefit society? Early-modern philosophers became increasingly interested in questioning the controversial paradox that encouraging men to be selfish might result in better government than educating them to be virtuous. We will discuss those debates and their role in early-modern moral  political and economic theories."
"1144","012060","Mathematics for Economics/Life Sciences","Jennifer M. Johnson Hanne Vlaeminck","MAT 175","QR","MAT103 or equivalent..","Survey of topics in calculus and linear algebra as preparation for future course work in economics or life sciences. Topics include basic techniques of integration  average value  improper integrals and rates of growth  partial derivatives  gradient  Lagrange multipliers  linear systems  determinants  matrix inversion  eigenvalues and eigenvectors  as time permits."
"1144","006515","Religion and Public Life","Robert J. Wuthnow","SOC 527","","","Presentation and critical discussion of empirical research in progress by participants. Focuses on the use of social science methods in the study of religion and on applications of recently published work about religion and society. Includes an emphasis on religion and public policy in the U. S. and in comparative perspective."
"1144","012120","Science and Global Security: From Nuclear Weapons to Cyberwarfare","Alexander Glaser","WWS 353 MAE 353","STN","","This course will provide students with a basic technical understanding of some of the critical technologies that are relevant to national and global security and will equip students with the skills to better assess the challenge of developing effective policies to manage such technologies. Case studies will inter alia include nuclear weapons and their proliferation  nuclear and radiological terrorism  space weapons  biosecurity and cyberware."
"1144","007243","Introductory Video and Film Production","Keith J. Sanborn","VIS 262","LA","This course is now open enrollment ..","A film can be fictional or documentary  but there are also many other ways to tell a story. Through hands-on studio work  screenings  critical readings and group critiques  this course teaches the basic tools and approaches for film production with digital media including writing  camerawork  sound  editing  and postproduction. Technical instruction paired with conceptual frameworks will give you the means to find your visual storytelling voice and your filmmaker's point of view."
"1144","006218","Seminar in Romance Linguistics and/or Literary Theory - Levinas and Blanchot","Thomas A. Trezise","FRE 583","","","A seminar on the work of Emmanuel Levinas and Maurice Blanchot  following the development  from a common origin in German phenomenology  of the ethics and the aethetics for which they are respectively well known."
"1144","006917","Economic Analysis of Development (Advanced)","Anne C. Case","WWS 562","","WWS 507C & 511C.","Considers theories and evidence to explain processes of economic development; examines theories of economic growth  and the two-way links between development and poverty  inequality  social institutions  and the family. Policy debates on education  health  and social policy  and governmental and international aid are also covered."
"1144","012660","Neuroeconomics","Yael Niv","NEU 425 PSY 425","","Students may come from different backgrounds  so we will not assume knowledge in economics  or a biological or psychological background. We will assume basic quantitative background (e.g.  introductory statistics)  and knowledge in either neuroscience or economics. Prerequisites: one of NEU/PSY259 (Cognitive Neuroscience)  ECO310 (Microeconomic Theory) or ECO317 (Economics of Uncertainty) as well as one of PSY251/MOL355 (Quantitative Methods) or ECO202 (Statistics and Data Analysis) or equivalent..","This seminar focuses on the recent explosion of interest in understanding the neural basis of valuation and decision making  and the resulting marriage between the formal rigor of economics and the empirical basis of psychology and neuroscience  termed \"neuroeconomics\". We will approach the question of how the brain makes economic decisions from multiple perspectives  drawing on theoretical  behavioral  and neural data from economics  psychology  and neurobiology. Major topics include: decision under risk and uncertainty; the role of learning in evaluating options; choice mechanisms; and multiplayer interactions and social decision making."
"1144","004455","Computer and Electronic Music Composition","Jeffrey O. Snyder","MUS 316","LA","MUS/COS 314 or Permission of the Instructor.","A composition workshop class  with a focus on synthesis techniques. Emphasis will be on the students creative work  composing both \"fixed media\" works  and live electronic/laptop music."
"1144","007989","Physical Hydrology","Eric F. Wood","CEE 586","","","The course develops model parameterization for land surface water and energy models based on the underlying physics and mechanisms of surface and subsurface runoff generation  evapotranspiration  infiltration  and snow accumulation and melt. A goal of the course will be the development of a land surface model. Numerical issues related to land surface modeling will be discussed."
"1144","010756","Poverty  Inequality and Health in the World","Angus S. Deaton","WWS 564 POP 564","","WWS 507 and 511. Please see instructor to apply for enrollment..","About well-being throughout the world  with focus on income and health. Explores what happened to poverty  inequality  and health  in the US  and internationally. Discusses conceptual foundations of national and global measures of inequality  poverty  and health; construction of measures  and extent to which they can be trusted; relationship between globalization  poverty  and health  historically and currently. Examines links between health and income  why poor people are less healthy and live less long than rich people."
"1144","007219","Introductory Painting","Eve M. Aschheim Louis V. Cameron","VIS 204 ARC 328","LA","","An introduction to the materials and methods of painting. The areas to be covered are color and its interaction  the use of form and scale  painting from a model  painting objects with a concern for their mass and interaction with light."
"1144","007321","Physical Oceanography","Rong Zhang","AOS 573","","","Response of the ocean to transient and steady winds and buoyancy forcing. A hierarchy of models from simple analytical to realistic numerical models is used to study the role of the waves  convection  instabilities  and other physical processes in the circulation of the oceans."
"1144","008024","Special Topics in Statistics and Operations Research - Probability in High Dimension","Ramon van Handel","ORF 570","","Probability at least at the level of ORF 526.","An introduction to nonasymptotic methods for the study of random structures in high dimension that arise in probability  statistics  computer science  and mathematics. Emphasis is on developing a common set of tools that has proved to be useful in different areas. Topics may include: suprema of random processes; Gaussian and Rademacher inequalities; generic chaining; entropy and combinatorial dimensions; concentration of measure; functional  transportation cost  martingale inequalities; isoperimetry; Markov semigroups  mixing times  random fields; hypercontractivity; thresholds and influences; Stein's method; selected applications."
"1144","006530","Cultural Analysis (Half-Term)","King-To Yeung","SOC 526","","","We journey through some key methodological and theoretical issues in the sociological analysis of culture. The questions of how one analytical approach is accomplished and whether it is justifiable form the core of discussions. We survey a selective set of analytical approaches to studying culture  or culture in social actions. We interrogate their epistemological  theoretical  and methodological foundations. This is not necessarily a technique-teaching course  but we cover some basics of useful analytical techniques to mapping the structures and processes of culture."
"1144","002693","Special Studies in Medieval Literature - Romance Love","Donald Vance Smith","ENG 511","","","This course examines how some of the most important medieval English romances (and a few French ones) theorize love before it was romantic. The love we find is bound up in theology  philosophy  the matter of Rome  the Gesta Romanorum  vernacularity  dynastic succession  mimetic desire  technologies of restoration  the cipher of paternity  condilectio  the impossibility of \"courtly love \" méconnaissance  and the struggle for recognition. Readings include work by Lauren Berlant  D.W. Robertson  Slavoj Zizek  C.S. Lewis  Georges Bataille  and others."
"1144","004988","Dissertation Seminar","Sarah-Jane Leslie","PHI 599","","","Open to post-generals students actively working on their dissertations. The seminar aims at assisting students in their research and writing and at developing their teaching skills by improving their ability to present advanced material to less expert audiences. Students make presentations of work in progress  discuss each other's work  and share common pedagogical problems and solutions under the guidance of one or more faculty members. It meets for two hours each week throughout the academic year."
"1144","011885","Harlem Renaissance and Black Arts Movements","Chika O. Okeke-Agulu","AAS 245 ART 245","LA","","This course surveys important moments in 20th-Century African American art from the Harlem Renaissance in the 1920s to the 1960s Black Arts movement. Our close studies of the work of major artists will be accompanied by examination of influential theories and ideologies of blackness during two key moments of black racial consciousness in the United States. We shall cover canonical artists and writers such as Aaron Douglas  James van der Zee  William H. Johnson  Jacob Lawrence  Romare Bearden  Faith Ringgold  Betye Saar  W. E. B. Du Bois  Alain Locke  James Porter and Jeff Donaldson."
"1144","012570","Solar Cells: Physics  Materials  and Technology","Barry P. Rand","ELE 557 ENE 557","","","Photovoltaic materials and devices are discussed. Topics covered: solar flux distribution and spectra  photovoltaic parameters  loss mechanisms  Shockley-Queisser detailed balance approach  stability  light management  module design and various solar cell technologies  drawing distinctions between heterojunction and homojunction devices. These include crystalline Si and III-V  and thin film cells such as CIGS  CdTe  dye sensitized  and organic. The treatment of organic solar cells will be notably in-depth. Finally  we present methods to go beyond classical limits  such as intermediate band solar cells and multijunction devices."
"1144","010473","God of Many Faces: Comparative Perspectives on Migration and Religion","Patricia Fernández-Kelly","SOC 340 REL 390","SA","","Immigrants often experience discrimination in areas of destination. Religion can strengthen their sense of worth  particularly when the circumstances surrounding departure from the country of origin are traumatic  as with exiles and refugees. We take a comparative approach and use examples from the United States  Asia  Europe  and Latin America. The course broaches questions such as: how does religion transform (and how is it transformed by) the immigrant experience? When is religion used to combat stereotypes? Are there differences between the way men and women or dominant groups and racial minorities understand religion?"
"1144","011029","Modeling Tools for Cell and Developmental Biology","Stanislav Y. Shvartsman","QCB 511 CBE 511","","","Mathematical models of complex natural phenomena can organize large amounts of data  provide access to properties that are difficult or impossible to measure experimentally  and suggest new experimental tests of proposed regulatory mechanisms. Participants will demonstrate these ideas in the context of cell and developmental biology. Using a number of well-established experimental systems  such as dynamic instability of microtubules and circadian clocks  course introduces stochastic and deterministic models of reaction and diffusion processes and computational methods for their analysis."
"1144","004406","Music of the Baroque","Nicholas S. Lockey","MUS 234","LA","Some musical background helpful..","A survey of musical styles and performance traditions in European music from approximately 1600-1750  including the music of Monteverdi  Scarlatti  Handel  Rameau  and Bach. Topics to be considered include the role of music in the courts of Europe  the birth of opera  the rise of instrumental music  devotional music in the Catholic and Lutheran Church  performance practice  music and dance. Emphasis will be placed on music's cultural context in relation to the other humanistic disciplines."
"1144","003916","Seminar in Italian Literature and Culture - Economic Politics and Organized Crime","Roberto Saviano","ITA 401 COM 431","SA","200-level Italian course and permission of instructor. Application to be sent to marrone@Princeton.EDU.","This seminar explores how the media describes criminal organizations and their social and political role. Focus on topics such as journalism and mafia; mafia culture and the power of symbols; cocaine  the white gold; stories of writers sentenced to death by the cartels."
"1144","011416","Introduction to Mesoamerican Material Culture","Christina T. Halperin","ART 268 LAS 268","LA","","This course explores the art and archaeology of Mesoamerica  including the cultures and regions of the Olmec  West Mexico  Teotihuacan  Oaxaca  Maya  and Aztec. From temple pyramids and carved stone monuments located in plaza centers to the broken ceramic sherds and stone tools found in household trash deposits  material culture comprises one of the basic resources archaeologists examine to understand past ways of life. The course will explore the inferences scholars make in the analysis of material remains as well as the ways in which material culture was integral to the making of ancient political  economic  religious  and social systems."
"1144","004158","Analysis in a Single Variable","Jonathan M. Fickenscher","MAT 215","QR","","An introduction to the mathematicsal discipline of analysis  to prepare for higher-level course work in the department. Topics include rigorous epsilon-delta treatment of limits  convergence  and uniform convergence of sequences and series. Continuity  uniform continuity  and differentiability of functions. The Heine-Borel Theorem. The Rieman integral  conditions for integrability of functions and term by term differentiation and integration of series of functions  Taylor's Theorem."
"1144","012326","Intermediate Urdu II","Fauzia Farooqui","URD 107","","URD 105 or equivalent proficiency. See instructor..","This is a continuing proficiency-based course which refines and expands previously acquired linguistic skills in culturally authentic contexts. Focus is on expanding vocabulary  mastering more complex grammatical structures  and acquiring idiomatic expressions. Use of authentic Urdu materials from print and electronic media  literature  and films. Equal emphasis on all skills (speaking  listening  reading  and writing). Various aspects of the target language culture will be integrated with instruction. Activities will be conducted in Urdu and classes will be interactive."
"1144","009205","American Revolutions","Dov Weinryb Grohsgal","WRI 184","","","See the Princeton Writing Program website."
"1144","009651","Read Like an Egyptian II: Continuing Middle Egyptian","Thomas W. Hare Bryan Z. Kraemer","COM 223","LA","Prerequisite COM 222  or equivalent..","This course will continue \"Read Like an Egyptian\" (COM 222  Fall '13). First  students will complete the introduction to Middle Egyptian Grammar. The course will then introduce students to a medley of Egyptian texts  including passages from the literary tale the \"Shipwrecked Sailor\" and other stories  the formula of standard funerary inscriptions  a chapter of the Book of the Dead  and the spells inscribed on ushabti statuettes."
"1144","000750","Nonlinear Processes in Fluids and Plasmas","Gregory W. Hammett","AST 559 APC 539","","","A comprehensive introduction to the theory of nonlinear phenomena in fluids and plasmas  with emphasis on turbulence and transport. Experimental phenomenology; fundamental equations  including Navier-Stokes  Vlasov  and gyrokinetic; numerical simulation techniques  including pseudo-spectral and particle-in-cell methods; coherent structures; transition to turbulence; statistical closures  including the wave kinetic equation and direct-interaction approximation; PDF methods and intermittency; variational techniques. Applications from neutral fluids  fusion plasmas  and astrophysics."
"1144","002591","Public Speaking","Tamsen O. Wolff","ENG 230","LA","","ENG 230 aims to develop effective public speaking skills  along with a complex understanding of what it means to speak. At the same time as we look at some of the key ways in which voice and speech making have been imagined and theorized  we will draw on a variety of vocal and acting exercises to improve confidence and expression in oral presentation. The culmination of the course will be a public talk."
"1144","010960","Born in the U.S.A.: Culture and Reproduction in Modern America","Elizabeth M. Armstrong","GSS 420 SOC 420","SA","","Reproduction is a basic biological process  as well as a fundamental one for all societies. While the biology of human reproduction is universal across time and place  cultural norms and social institutions powerfully inflect and shape the experience of pregnancy and childbirth in every society. This course investigates the history and sociology of reproduction  focusing on the contemporary United States  but with an eye toward other societies for comparison. How  why  and for whom does birth matter? How do reproductive practices reflect gender  race  and class? The course examines the culture  politics  and economics of reproduction."
"1144","003039","Physics and Chemistry of Earth's Interior","Thomas S. Duffy","GEO 419 PHY 419","","One year of college-level chemistry or physics (preferably both) and calculus..","The Earth is a physical system whose past and present state can be studied within the framework of physics and chemistry. Topics include current concepts of geophysics and the physics and chemistry of Earth materials; origin and evolution of the Earth; and nature of dynamic processes in its interior. One emphasis is to relate geologic processes on a macroscopic scale to the fundamental materials properties of minerals and rocks."
"1144","010405","Race and Public Policy","Douglas S. Massey","WWS 331 SOC 312 AAS 317","SA","","Analyzes the historical construction of race as a concept in American society  how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures  and the progress that has been made in dismantling racialized institutions since the civil rights era."
"1144","010535","Engineering Projects in Community Service (EPICS)","Jay B. Benziger Elie R. Bou-Zeid Michael G. Littman Catherine A. Peters","EGR 351","","Completion of EGR 350.","In the Engineering Projects in Community Service (EPICS) program  students earn academic credit for their participation in multidisciplinary design teams that solve technology-based problems for local not-for-profit organizations. The teams are: multidisciplinary--drawing students from across engineering and around the university; vertically-integrated--maintaining a mix of sophomores through seniors each semester; and long-term--each student may participate in a project for up to six semesters. The continuity  technical depth  and disciplinary breadth of these teams enable delivery of projects of significant benefit to the community."
"1144","010496","Latin American Studies Seminar - Anthropophagy  Lit. and Culture: Lyrics of Exile in Brazil and Beyond","Joao C. Castro Rocha","LAS 403 COM 429 POR 410","LA","Proficiency in Portuguese and Spanish required (reading and writing)..","How to account for the omnipresence of the metaphor of \"anthropophagy\" in Brazilian cultural history? Indeed  the first descriptions of European colonizers already invented the link between the New World and anthropophagous rituals. Therefore  the rediscoveries of the theme in literature  cinema  music and the arts have strategically undertaken a double re-reading of both the notion of \"anthropophagy\" and the colonial reports. In this course  the concept of \"lyrics of exile\" will be proposed as a new framework to understand the centrality of the \"other\" in the determination of the \"self\" - the very core of cultural cannibalism."
"1144","005881","Reading Freud's Great Case Histories as Short Stories","Sheila M. Kohler","FRS 140","LA","","See website"
"1144","009043","Ethics of Persuasion  The","Kristin Dombek","WRI 173","","","See the Princeton Writing Program website."
"1144","003143","Advanced German","Timothy J. Attanucci","GER 107","","GER 105 or permission of instructor. Classes conducted in German..","Continues improvement of proficiency in speaking  listening  reading  and writing using film  digital media  and literary texts as a basis for class discussion. Grammar review is included."
